"","INSPECTION_YEAR","ORIGIN","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES","PEST_TAXON_SIMPLE_NAME","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","total_pests"
"220",2021,"Mexico","Copitarsia",NA,"Copitarsia","Eustoma sp. - Eustoma","Eustoma sp.",1
"221",2021,"Mexico","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",2
"222",2021,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa var. capitata - Butterhead Lettuce","Lactuca sativa var. capitata",1
"223",2021,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa var. longifolia - Romaine Lettuce","Lactuca sativa var. longifolia",2
"224",2021,"Mexico","Copitarsia",NA,"Copitarsia","Lilium sp. - Lilium","Lilium sp.",1
"225",2021,"Mexico","Copitarsia",NA,"Copitarsia","Mentha sp. - MINT","Mentha sp.",1
"226",2021,"Mexico","Copitarsia",NA,"Copitarsia","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",2
"227",2021,"Mexico","Copitarsia",NA,"Copitarsia","Origanum majorana - MARJORAM","Origanum majorana",1
"228",2021,"Mexico","Copitarsia",NA,"Copitarsia","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",1
"229",2021,"Mexico","Copitarsia",NA,"Copitarsia","Portulaca oleracea - PURSLANE","Portulaca oleracea",2
"230",2021,"Mexico","Copitarsia",NA,"Copitarsia","Rosa sp. - Rosa","Rosa sp.",1
"231",2021,"Mexico","Copitarsia",NA,"Copitarsia","Solidago sp. - Solidago","Solidago sp.",1
"232",2021,"Mexico","Copitarsia",NA,"Copitarsia",NA,NA,14
"233",2021,"South Africa","Copitarsia",NA,"Copitarsia","Brunia sp. - Brunia","Brunia sp.",1
"234",2022,"Colombia","Copitarsia","decolora","decolora","Dianthus caryophyllus - Dianthus caryophyllus","Dianthus caryophyllus",1
"235",2022,"Colombia","Copitarsia",NA,"Copitarsia","Allium schoenoprasum - CHIVE","Allium schoenoprasum",18
"236",2022,"Colombia","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",130
"237",2022,"Colombia","Copitarsia",NA,"Copitarsia","Ammi sp. - Ammi","Ammi sp.",1
"238",2022,"Colombia","Copitarsia",NA,"Copitarsia","Anemone sp. - Anemone","Anemone sp.",5
"239",2022,"Colombia","Copitarsia",NA,"Copitarsia","Anethum graveolens - DILL","Anethum graveolens",17
"240",2022,"Colombia","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",4
"241",2022,"Colombia","Copitarsia",NA,"Copitarsia","Artemisia dracunculus (Asteraceae) - TARRAGON","Artemisia dracunculus (Asteraceae)",2
"242",2022,"Colombia","Copitarsia",NA,"Copitarsia","Aster sp.  - Aster","Aster sp. ",3
"243",2022,"Colombia","Copitarsia",NA,"Copitarsia","Astilbe sp. - Astilbe","Astilbe sp.",2
"244",2022,"Colombia","Copitarsia",NA,"Copitarsia","Brassica sp.  - Brassica","Brassica sp. ",3
"245",2022,"Colombia","Copitarsia",NA,"Copitarsia","Callistephus sp.  - Callistephus","Callistephus sp. ",1
"246",2022,"Colombia","Copitarsia",NA,"Copitarsia","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ",48
"247",2022,"Colombia","Copitarsia",NA,"Copitarsia","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)",1
"248",2022,"Colombia","Copitarsia",NA,"Copitarsia","Dahlia sp. - Dahlia","Dahlia sp.",1
"249",2022,"Colombia","Copitarsia",NA,"Copitarsia","Delphinium sp. - Delphinium","Delphinium sp.",1
"250",2022,"Colombia","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",34
"251",2022,"Colombia","Copitarsia",NA,"Copitarsia","Eryngium sp. - Eryngium","Eryngium sp.",8
"252",2022,"Colombia","Copitarsia",NA,"Copitarsia","Gerbera sp.  - Gerbera","Gerbera sp. ",2
"253",2022,"Colombia","Copitarsia",NA,"Copitarsia","Gypsophila sp. - Gypsophila","Gypsophila sp.",1
"254",2022,"Colombia","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",7
"255",2022,"Colombia","Copitarsia",NA,"Copitarsia","Hydrangea sp. - Hydrangea","Hydrangea sp.",3
"256",2022,"Colombia","Copitarsia",NA,"Copitarsia","Lactuca sativa - LETTUCE","Lactuca sativa",1
"257",2022,"Colombia","Copitarsia",NA,"Copitarsia","Limonium sp. - Limonium","Limonium sp.",4
"258",2022,"Colombia","Copitarsia",NA,"Copitarsia","Matthiola sp. - Matthiola","Matthiola sp.",2
"259",2022,"Colombia","Copitarsia",NA,"Copitarsia","Mentha sp. - MINT","Mentha sp.",102
"260",2022,"Colombia","Copitarsia",NA,"Copitarsia","Mentha sp. - Mentha","Mentha sp.",1
"261",2022,"Colombia","Copitarsia",NA,"Copitarsia","Moluccella sp. - Moluccella","Moluccella sp.",4
"262",2022,"Colombia","Copitarsia",NA,"Copitarsia","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",3
"263",2022,"Colombia","Copitarsia",NA,"Copitarsia","Origanum majorana - MARJORAM","Origanum majorana",3
"264",2022,"Colombia","Copitarsia",NA,"Copitarsia","Origanum vulgare - OREGANO (EUROPEAN)","Origanum vulgare",40
"265",2022,"Colombia","Copitarsia",NA,"Copitarsia","Ranunculus sp. - Ranunculus","Ranunculus sp.",9
"266",2022,"Colombia","Copitarsia",NA,"Copitarsia","Rosa sp. - Rosa","Rosa sp.",2
"267",2022,"Colombia","Copitarsia",NA,"Copitarsia","Rosmarinus officinalis - ROSEMARY","Rosmarinus officinalis",3
"268",2022,"Colombia","Copitarsia",NA,"Copitarsia","Solidago sp. - Solidago","Solidago sp.",4
"269",2022,"Colombia","Copitarsia",NA,"Copitarsia","Tagetes sp. - Tagetes","Tagetes sp.",2
"270",2022,"Colombia","Copitarsia",NA,"Copitarsia","Thymus vulgaris - THYME","Thymus vulgaris",11
"271",2022,"Costa Rica","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",1
"272",2022,"Costa Rica","Copitarsia",NA,"Copitarsia","Celosia sp. - Celosia","Celosia sp.",1
"273",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",49
"274",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Amaranthus sp.  - Amaranthus","Amaranthus sp. ",1
"275",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Anemone sp. - Anemone","Anemone sp.",3
"276",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",5
"277",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Aster sp.  - Aster","Aster sp. ",1
"278",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Astrantia sp. - Astrantia","Astrantia sp.",1
"279",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Bupleurum sp. - Bupleurum","Bupleurum sp.",1
"280",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Calendula sp.  - Calendula","Calendula sp. ",1
"281",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Delphinium sp. - Delphinium","Delphinium sp.",1
"282",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",3
"283",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Gypsophila sp. - Gypsophila","Gypsophila sp.",1
"284",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",2
"285",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Hypericum sp. - Hypericum","Hypericum sp.",1
"286",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Limonium sp. - Limonium","Limonium sp.",8
"287",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Matthiola sp. - Matthiola","Matthiola sp.",23
"288",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Melanophylla sp. - Melanophylla","Melanophylla sp.",1
"289",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Moluccella sp. - Moluccella","Moluccella sp.",5
"290",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Ozothamnus sp. - Ozothamnus","Ozothamnus sp.",2
"291",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Ranunculus sp. - Ranunculus","Ranunculus sp.",2
"292",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Rosa sp. - Rosa","Rosa sp.",6
"293",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Ruscus sp. - Ruscus","Ruscus sp.",1
"294",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Scabiosa sp. - Scabiosa","Scabiosa sp.",3
"295",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Tagetes sp. - Tagetes","Tagetes sp.",2
"296",2022,"Ecuador","Copitarsia",NA,"Copitarsia","Veronica sp. - Veronica","Veronica sp.",3
"297",2022,"Guatemala","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",2
"298",2022,"Guatemala","Copitarsia",NA,"Copitarsia","Impatiens hawkeri - Impatiens hawkerii","Impatiens hawkeri",1
"299",2022,"Guatemala","Copitarsia",NA,"Copitarsia","Phaseolus sp.  - GREEN BEAN","Phaseolus sp. ",1
"300",2022,"Guatemala","Copitarsia",NA,"Copitarsia","Pisum sativum (Fabaceae) - PEA","Pisum sativum (Fabaceae)",1
"301",2022,"Guatemala","Copitarsia",NA,"Copitarsia","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",3
"302",2022,"Mexico","Copitarsia","corruda","corruda","Gypsophila sp. - Gypsophila","Gypsophila sp.",1
"303",2022,"Mexico","Copitarsia","decolora","decolora","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",1
"304",2022,"Mexico","Copitarsia","decolora","decolora","Apium graveolens var. dulce - CELERY","Apium graveolens var. dulce",11
"305",2022,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",1
"306",2022,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ",4
"307",2022,"Mexico","Copitarsia","decolora","decolora","Cynara scolymus - GLOBE ARTICHOKE","Cynara scolymus",1
"308",2022,"Mexico","Copitarsia","decolora","decolora","Jacobaea sp. - Jacobaea","Jacobaea sp.",1
"309",2022,"Mexico","Copitarsia","decolora","decolora","Lactuca sativa - LETTUCE","Lactuca sativa",1
"310",2022,"Mexico","Copitarsia","decolora","decolora","Rosa sp. - Rosa","Rosa sp.",1
"311",2022,"Mexico","Copitarsia","decolora","decolora",NA,NA,1
"312",2022,"Mexico","Copitarsia",NA,"Copitarsia","Allium ampeloprasum - LEEK","Allium ampeloprasum",4
"313",2022,"Mexico","Copitarsia",NA,"Copitarsia","Allium fistulosum - GREEN ONION","Allium fistulosum",1
"314",2022,"Mexico","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",3
"315",2022,"Mexico","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",7
"316",2022,"Mexico","Copitarsia",NA,"Copitarsia","Apium graveolens var. dulce - CELERY","Apium graveolens var. dulce",44
"317",2022,"Mexico","Copitarsia",NA,"Copitarsia","Artemisia dracunculus (Asteraceae) - TARRAGON","Artemisia dracunculus (Asteraceae)",1
"318",2022,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. capitata  - CABBAGE","Brassica oleracea var. capitata ",3
"319",2022,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",61
"320",2022,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ",14
"321",2022,"Mexico","Copitarsia",NA,"Copitarsia","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)",3
"322",2022,"Mexico","Copitarsia",NA,"Copitarsia","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae) - Huazontle","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae)",8
"323",2022,"Mexico","Copitarsia",NA,"Copitarsia","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)",4
"324",2022,"Mexico","Copitarsia",NA,"Copitarsia","Cynara scolymus - GLOBE ARTICHOKE","Cynara scolymus",1
"325",2022,"Mexico","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",1
"326",2022,"Mexico","Copitarsia",NA,"Copitarsia","Eustoma sp. - Eustoma","Eustoma sp.",2
"327",2022,"Mexico","Copitarsia",NA,"Copitarsia","Gladiolus sp. - Gladiolus","Gladiolus sp.",1
"328",2022,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa - LETTUCE","Lactuca sativa",4
"329",2022,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa var. longifolia - Romaine Lettuce","Lactuca sativa var. longifolia",1
"330",2022,"Mexico","Copitarsia",NA,"Copitarsia","Limonium sp. - Limonium","Limonium sp.",1
"331",2022,"Mexico","Copitarsia",NA,"Copitarsia","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",2
"332",2022,"Mexico","Copitarsia",NA,"Copitarsia","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",1
"333",2022,"Mexico","Copitarsia",NA,"Copitarsia","Sechium edule - CHAYOTE","Sechium edule",1
"334",2022,"Mexico","Copitarsia",NA,"Copitarsia","Spinacia oleracea - SPINACH","Spinacia oleracea",1
"335",2022,"Mexico","Copitarsia",NA,"Copitarsia","Thymus vulgaris - THYME","Thymus vulgaris",1
"336",2022,"Mexico","Copitarsia",NA,"Copitarsia","Zantedeschia sp. - Zantedeschia","Zantedeschia sp.",1
"337",2022,"Mexico","Copitarsia",NA,"Copitarsia",NA,NA,17
"338",2022,"Montenegro","Copitarsia",NA,"Copitarsia","Amaranthus sp.  - Amaranthus","Amaranthus sp. ",1
"339",2022,"Netherlands","Copitarsia",NA,"Copitarsia","Eryngium sp. - Eryngium","Eryngium sp.",1
"340",2023,"Colombia","Copitarsia","decolora","decolora","Allium schoenoprasum - CHIVE","Allium schoenoprasum",1
"341",2023,"Colombia","Copitarsia","decolora","decolora","Anethum graveolens - DILL","Anethum graveolens",1
"342",2023,"Colombia","Copitarsia","decolora","decolora","Mentha sp. - MINT","Mentha sp.",3
"343",2023,"Colombia","Copitarsia","decolora","decolora","Origanum vulgare - OREGANO (EUROPEAN)","Origanum vulgare",1
"344",2023,"Colombia","Copitarsia",NA,"Copitarsia","Allium schoenoprasum - CHIVE","Allium schoenoprasum",20
"345",2023,"Colombia","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",172
"346",2023,"Colombia","Copitarsia",NA,"Copitarsia","Anemone sp. - Anemone","Anemone sp.",7
"347",2023,"Colombia","Copitarsia",NA,"Copitarsia","Anethum graveolens - DILL","Anethum graveolens",10
"348",2023,"Colombia","Copitarsia",NA,"Copitarsia","Anthurium sp. - Anthurium","Anthurium sp.",1
"349",2023,"Colombia","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",2
"350",2023,"Colombia","Copitarsia",NA,"Copitarsia","Artemisia dracunculus (Asteraceae) - TARRAGON","Artemisia dracunculus (Asteraceae)",5
"351",2023,"Colombia","Copitarsia",NA,"Copitarsia","Aster sp.  - Aster","Aster sp. ",4
"352",2023,"Colombia","Copitarsia",NA,"Copitarsia","Brassia sp.  - Brassia","Brassia sp. ",1
"353",2023,"Colombia","Copitarsia",NA,"Copitarsia","Callistephus sp.  - Callistephus","Callistephus sp. ",4
"354",2023,"Colombia","Copitarsia",NA,"Copitarsia","Campanula sp. - Campanula","Campanula sp.",5
"355",2023,"Colombia","Copitarsia",NA,"Copitarsia","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ",62
"356",2023,"Colombia","Copitarsia",NA,"Copitarsia","Dianthus caryophyllus - Dianthus caryophyllus","Dianthus caryophyllus",1
"357",2023,"Colombia","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",22
"358",2023,"Colombia","Copitarsia",NA,"Copitarsia","Eryngium sp. - Eryngium","Eryngium sp.",4
"359",2023,"Colombia","Copitarsia",NA,"Copitarsia","Eucalyptus sp. - Eucalyptus","Eucalyptus sp.",1
"360",2023,"Colombia","Copitarsia",NA,"Copitarsia","Gerbera sp.  - Gerbera","Gerbera sp. ",3
"361",2023,"Colombia","Copitarsia",NA,"Copitarsia","Gypsophila sp. - Gypsophila","Gypsophila sp.",2
"362",2023,"Colombia","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",9
"363",2023,"Colombia","Copitarsia",NA,"Copitarsia","Hydrangea sp. - Hydrangea","Hydrangea sp.",5
"364",2023,"Colombia","Copitarsia",NA,"Copitarsia","Lepidium sp. - Lepidium","Lepidium sp.",1
"365",2023,"Colombia","Copitarsia",NA,"Copitarsia","Lilium sp. - Lilium","Lilium sp.",2
"366",2023,"Colombia","Copitarsia",NA,"Copitarsia","Limonium sp. - Limonium","Limonium sp.",4
"367",2023,"Colombia","Copitarsia",NA,"Copitarsia","Mentha sp. - MINT","Mentha sp.",62
"368",2023,"Colombia","Copitarsia",NA,"Copitarsia","Moluccella sp. - Moluccella","Moluccella sp.",9
"369",2023,"Colombia","Copitarsia",NA,"Copitarsia","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",6
"370",2023,"Colombia","Copitarsia",NA,"Copitarsia","Origanum majorana - MARJORAM","Origanum majorana",6
"371",2023,"Colombia","Copitarsia",NA,"Copitarsia","Origanum vulgare - OREGANO (EUROPEAN)","Origanum vulgare",31
"372",2023,"Colombia","Copitarsia",NA,"Copitarsia","Ptilotus sp. - Ptilotus","Ptilotus sp.",1
"373",2023,"Colombia","Copitarsia",NA,"Copitarsia","Ranunculus sp. - Ranunculus","Ranunculus sp.",10
"374",2023,"Colombia","Copitarsia",NA,"Copitarsia","Rosa sp. - Rosa","Rosa sp.",6
"375",2023,"Colombia","Copitarsia",NA,"Copitarsia","Rosmarinus officinalis - ROSEMARY","Rosmarinus officinalis",2
"376",2023,"Colombia","Copitarsia",NA,"Copitarsia","Ruscus sp. - Ruscus","Ruscus sp.",1
"377",2023,"Colombia","Copitarsia",NA,"Copitarsia","Solidago sp. - Solidago","Solidago sp.",5
"378",2023,"Colombia","Copitarsia",NA,"Copitarsia","Tagetes sp. - Edible Flower - Pot Marigold","Tagetes sp.",2
"379",2023,"Colombia","Copitarsia",NA,"Copitarsia","Thymus vulgaris - THYME","Thymus vulgaris",9
"380",2023,"Colombia","Copitarsia",NA,"Copitarsia","Veronica sp. - Veronica","Veronica sp.",1
"381",2023,"Ecuador","Copitarsia","decolora","decolora","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ",1
"382",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Agapanthus sp. - Agapanthus","Agapanthus sp.",1
"383",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",33
"384",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Amaranthus sp.  - Amaranthus","Amaranthus sp. ",10
"385",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Ammi sp. - Ammi","Ammi sp.",1
"386",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Anemone sp. - Anemone","Anemone sp.",9
"387",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Aster sp.  - Aster","Aster sp. ",1
"388",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Astrantia sp. - Astrantia","Astrantia sp.",1
"389",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Brassica sp.  - Brassica","Brassica sp. ",1
"390",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Bupleurum sp. - Bupleurum","Bupleurum sp.",1
"391",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ",1
"392",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Delphinium sp. - Delphinium","Delphinium sp.",1
"393",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",4
"394",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Eryngium sp. - Eryngium","Eryngium sp.",2
"395",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Eustoma sp. - Eustoma","Eustoma sp.",1
"396",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Gerbera sp.  - Gerbera","Gerbera sp. ",1
"397",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Gladiolus sp. - Gladiolus","Gladiolus sp.",2
"398",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",4
"399",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Lilium sp. - Lilium","Lilium sp.",1
"400",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Limonium sp. - Limonium","Limonium sp.",2
"401",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Matthiola sp. - Matthiola","Matthiola sp.",6
"402",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Moluccella sp. - Moluccella","Moluccella sp.",5
"403",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Rosa sp. - Rosa","Rosa sp.",3
"404",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Scabiosa sp. - Scabiosa","Scabiosa sp.",2
"405",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Solidago sp. - Solidago","Solidago sp.",1
"406",2023,"Ecuador","Copitarsia",NA,"Copitarsia","Zantedeschia sp. - Zantedeschia","Zantedeschia sp.",1
"407",2023,"Guatemala","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",1
"408",2023,"Guatemala","Copitarsia",NA,"Copitarsia","Cucurbita sp. - SQUASH","Cucurbita sp.",1
"409",2023,"Guatemala","Copitarsia",NA,"Copitarsia","Daucus carota subsp. sativus - CARROT","Daucus carota subsp. sativus",1
"410",2023,"Guatemala","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",3
"411",2023,"Guatemala","Copitarsia",NA,"Copitarsia","Phaseolus sp.  - GREEN BEAN","Phaseolus sp. ",1
"412",2023,"Guatemala","Copitarsia",NA,"Copitarsia","Zea mays - CORN","Zea mays",1
"413",2023,"Honduras","Copitarsia",NA,"Copitarsia","Abelmoschus esculentus - OKRA","Abelmoschus esculentus",1
"414",2023,"Mexico","Copitarsia","decolora","decolora","Anethum graveolens - DILL","Anethum graveolens",2
"415",2023,"Mexico","Copitarsia","decolora","decolora","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",1
"416",2023,"Mexico","Copitarsia","decolora","decolora","Apium graveolens var. dulce - CELERY","Apium graveolens var. dulce",14
"417",2023,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",4
"418",2023,"Mexico","Copitarsia","decolora","decolora","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)",1
"419",2023,"Mexico","Copitarsia","decolora","decolora","Lactuca sativa var. longifolia - Romaine Lettuce","Lactuca sativa var. longifolia",1
"420",2023,"Mexico","Copitarsia","decolora","decolora",NA,NA,1
"421",2023,"Mexico","Copitarsia",NA,"Copitarsia","Allium ampeloprasum - LEEK","Allium ampeloprasum",1
"422",2023,"Mexico","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",1
"423",2023,"Mexico","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",4
"424",2023,"Mexico","Copitarsia",NA,"Copitarsia","Apium graveolens var. dulce - CELERY","Apium graveolens var. dulce",79
"425",2023,"Mexico","Copitarsia",NA,"Copitarsia","Beta vulgaris subsp. vulgaris - SWISS CHARD","Beta vulgaris subsp. vulgaris",2
"426",2023,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. botrytis  - CAULIFLOWER","Brassica oleracea var. botrytis ",1
"427",2023,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. capitata  - CABBAGE","Brassica oleracea var. capitata ",3
"428",2023,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",35
"429",2023,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ",1
"430",2023,"Mexico","Copitarsia",NA,"Copitarsia","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)",2
"431",2023,"Mexico","Copitarsia",NA,"Copitarsia","Calendula officinalis (Asteraceae) - Calendula officinalis ","Calendula officinalis (Asteraceae)",2
"432",2023,"Mexico","Copitarsia",NA,"Copitarsia","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae) - Huazontle","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae)",7
"433",2023,"Mexico","Copitarsia",NA,"Copitarsia","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)",7
"434",2023,"Mexico","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",1
"435",2023,"Mexico","Copitarsia",NA,"Copitarsia","Dysphania ambrosioides - EPAZOTE","Dysphania ambrosioides",1
"436",2023,"Mexico","Copitarsia",NA,"Copitarsia","Euphorbia sp. - Euphorbia","Euphorbia sp.",1
"437",2023,"Mexico","Copitarsia",NA,"Copitarsia","Eustoma sp. - Eustoma","Eustoma sp.",1
"438",2023,"Mexico","Copitarsia",NA,"Copitarsia","Gypsophila sp. - Gypsophila","Gypsophila sp.",1
"439",2023,"Mexico","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",1
"440",2023,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa - LETTUCE","Lactuca sativa",3
"441",2023,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa var. capitata - Butterhead Lettuce","Lactuca sativa var. capitata",1
"442",2023,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa var. longifolia - Romaine Lettuce","Lactuca sativa var. longifolia",1
"443",2023,"Mexico","Copitarsia",NA,"Copitarsia","Opuntia sp. - PRICKLY PEAR PAD","Opuntia sp.",1
"444",2023,"Mexico","Copitarsia",NA,"Copitarsia","Pisum sativum (Fabaceae) - PEA","Pisum sativum (Fabaceae)",1
"445",2023,"Mexico","Copitarsia",NA,"Copitarsia","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",1
"446",2023,"Mexico","Copitarsia",NA,"Copitarsia","Portulaca oleracea - PURSLANE","Portulaca oleracea",1
"447",2023,"Mexico","Copitarsia",NA,"Copitarsia","Setaria sp. - Setaria","Setaria sp.",1
"448",2023,"Mexico","Copitarsia",NA,"Copitarsia","Solidago sp. - Solidago","Solidago sp.",1
