"","INSPECTION_YEAR","ORIGIN","PEST_TAXONOMY_GENUS","PEST_TAXONOMY_SPECIES","PEST_TAXON_SIMPLE_NAME","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","total_pests"
"449",2023,"Mexico","Copitarsia",NA,"Copitarsia",NA,NA,19
"450",2023,"Netherlands","Copitarsia",NA,"Copitarsia","Delphinium sp. - Delphinium","Delphinium sp.",1
"451",2023,"Nicaragua","Copitarsia",NA,"Copitarsia","Coccinia grandis - IVY GOURD","Coccinia grandis",1
"452",2023,"West Bank","Copitarsia",NA,"Copitarsia","Mentha sp. - MINT","Mentha sp.",1
"453",2024,"Colombia","Copitarsia","decolora","decolora","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",1
"454",2024,"Colombia","Copitarsia","decolora","decolora","Mentha sp. - MINT","Mentha sp.",1
"455",2024,"Colombia","Copitarsia","decolora","decolora","Origanum vulgare - OREGANO (EUROPEAN)","Origanum vulgare",1
"456",2024,"Colombia","Copitarsia",NA,"Copitarsia","Allium schoenoprasum - CHIVE","Allium schoenoprasum",20
"457",2024,"Colombia","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",166
"458",2024,"Colombia","Copitarsia",NA,"Copitarsia","Anemone sp. - Anemone","Anemone sp.",4
"459",2024,"Colombia","Copitarsia",NA,"Copitarsia","Anethum graveolens - DILL","Anethum graveolens",6
"460",2024,"Colombia","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",4
"461",2024,"Colombia","Copitarsia",NA,"Copitarsia","Artemisia dracunculus (Asteraceae) - TARRAGON","Artemisia dracunculus (Asteraceae)",5
"462",2024,"Colombia","Copitarsia",NA,"Copitarsia","Aster sp.  - Aster","Aster sp. ",5
"463",2024,"Colombia","Copitarsia",NA,"Copitarsia","Astilbe sp. - Astilbe","Astilbe sp.",1
"464",2024,"Colombia","Copitarsia",NA,"Copitarsia","Brassica sp.  - Brassica","Brassica sp. ",1
"465",2024,"Colombia","Copitarsia",NA,"Copitarsia","Callistephus sp.  - Callistephus","Callistephus sp. ",3
"466",2024,"Colombia","Copitarsia",NA,"Copitarsia","Campanula sp. - Campanula","Campanula sp.",1
"467",2024,"Colombia","Copitarsia",NA,"Copitarsia","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ",51
"468",2024,"Colombia","Copitarsia",NA,"Copitarsia","Cocculus sp. - Cocculus","Cocculus sp.",1
"469",2024,"Colombia","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",21
"470",2024,"Colombia","Copitarsia",NA,"Copitarsia","Eryngium sp. - Eryngium","Eryngium sp.",4
"471",2024,"Colombia","Copitarsia",NA,"Copitarsia","Eucalyptus sp. - Eucalyptus","Eucalyptus sp.",1
"472",2024,"Colombia","Copitarsia",NA,"Copitarsia","Gerbera sp.  - Gerbera","Gerbera sp. ",5
"473",2024,"Colombia","Copitarsia",NA,"Copitarsia","Gypsophila sp. - Gypsophila","Gypsophila sp.",1
"474",2024,"Colombia","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",3
"475",2024,"Colombia","Copitarsia",NA,"Copitarsia","Hydrangea sp. - Hydrangea","Hydrangea sp.",3
"476",2024,"Colombia","Copitarsia",NA,"Copitarsia","Hypericum sp. - Hypericum","Hypericum sp.",1
"477",2024,"Colombia","Copitarsia",NA,"Copitarsia","Lactuca sativa - LETTUCE","Lactuca sativa",1
"478",2024,"Colombia","Copitarsia",NA,"Copitarsia","Limonium sp. - Limonium","Limonium sp.",9
"479",2024,"Colombia","Copitarsia",NA,"Copitarsia","Liriope sp. - Liriope","Liriope sp.",1
"480",2024,"Colombia","Copitarsia",NA,"Copitarsia","Mentha sp. - MINT","Mentha sp.",66
"481",2024,"Colombia","Copitarsia",NA,"Copitarsia","Moluccella sp. - Moluccella","Moluccella sp.",8
"482",2024,"Colombia","Copitarsia",NA,"Copitarsia","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",6
"483",2024,"Colombia","Copitarsia",NA,"Copitarsia","Origanum majorana - MARJORAM","Origanum majorana",6
"484",2024,"Colombia","Copitarsia",NA,"Copitarsia","Origanum vulgare - OREGANO (EUROPEAN)","Origanum vulgare",23
"485",2024,"Colombia","Copitarsia",NA,"Copitarsia","Origanum vulgare subsp. hirtum - OREGANO (EUROPEAN)","Origanum vulgare subsp. hirtum",1
"486",2024,"Colombia","Copitarsia",NA,"Copitarsia","Ornithogalum sp. - Ornithogalum","Ornithogalum sp.",1
"487",2024,"Colombia","Copitarsia",NA,"Copitarsia","Ranunculus sp. - Ranunculus","Ranunculus sp.",2
"488",2024,"Colombia","Copitarsia",NA,"Copitarsia","Rosa sp. - Rosa","Rosa sp.",4
"489",2024,"Colombia","Copitarsia",NA,"Copitarsia","Rosmarinus officinalis - ROSEMARY","Rosmarinus officinalis",2
"490",2024,"Colombia","Copitarsia",NA,"Copitarsia","Solidago sp. - Solidago","Solidago sp.",3
"491",2024,"Colombia","Copitarsia",NA,"Copitarsia","Tagetes sp. - Tagetes","Tagetes sp.",1
"492",2024,"Colombia","Copitarsia",NA,"Copitarsia","Thymus vulgaris - THYME","Thymus vulgaris",6
"493",2024,"Costa Rica","Copitarsia",NA,"Copitarsia","Eryngium foetidum - FALSE CORIANDER","Eryngium foetidum",1
"494",2024,"Costa Rica","Copitarsia",NA,"Copitarsia","Gladiolus sp. - Gladiolus","Gladiolus sp.",1
"495",2024,"Dominican Republic","Copitarsia",NA,"Copitarsia","Capsicum sp. - Chili Pepper","Capsicum sp.",1
"496",2024,"Dominican Republic","Copitarsia",NA,"Copitarsia",NA,NA,1
"497",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Achillea sp.  - Achillea","Achillea sp. ",1
"498",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Allium schoenoprasum - CHIVE","Allium schoenoprasum",1
"499",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",44
"500",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Amaranthus sp.  - Amaranthus","Amaranthus sp. ",14
"501",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Ammi sp. - Ammi","Ammi sp.",6
"502",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Anemone sp. - Anemone","Anemone sp.",10
"503",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",2
"504",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Astrantia sp. - Astrantia","Astrantia sp.",4
"505",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Brassica sp.  - Brassica","Brassica sp. ",1
"506",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Bupleurum sp. - Bupleurum","Bupleurum sp.",1
"507",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ",3
"508",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Delphinium sp. - Delphinium","Delphinium sp.",2
"509",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",1
"510",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Eryngium sp. - Eryngium","Eryngium sp.",1
"511",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Gerbera sp.  - Gerbera","Gerbera sp. ",2
"512",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",6
"513",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Hydrangea sp. - Hydrangea","Hydrangea sp.",1
"514",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Hypericum sp. - Hypericum","Hypericum sp.",3
"515",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Lepidium sp. - Lepidium","Lepidium sp.",1
"516",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Limonium sp. - Limonium","Limonium sp.",3
"517",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Matthiola sp. - Matthiola","Matthiola sp.",4
"518",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Moluccella sp. - Moluccella","Moluccella sp.",8
"519",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Ranunculus sp. - Ranunculus","Ranunculus sp.",2
"520",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Rosa sp. - Rosa","Rosa sp.",2
"521",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Rumex sp. - Rumex","Rumex sp.",1
"522",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Scabiosa sp. - Scabiosa","Scabiosa sp.",1
"523",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Smilax sp. - Smilax","Smilax sp.",1
"524",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Tagetes sp. - Tagetes","Tagetes sp.",1
"525",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Trachelium sp. - Trachelium","Trachelium sp.",2
"526",2024,"Ecuador","Copitarsia",NA,"Copitarsia","Veronica sp. - Veronica","Veronica sp.",1
"527",2024,"El Salvador","Copitarsia",NA,"Copitarsia","Abelmoschus esculentus - OKRA","Abelmoschus esculentus",1
"528",2024,"Guatemala","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",8
"529",2024,"Honduras","Copitarsia",NA,"Copitarsia","Abelmoschus esculentus - OKRA","Abelmoschus esculentus",1
"530",2024,"India","Copitarsia",NA,"Copitarsia","Tagetes sp. - Tagetes","Tagetes sp.",1
"531",2024,"Mexico","Copitarsia","decolora","decolora","Anethum graveolens - DILL","Anethum graveolens",1
"532",2024,"Mexico","Copitarsia","decolora","decolora","Apium graveolens var. dulce - CELERY","Apium graveolens var. dulce",28
"533",2024,"Mexico","Copitarsia","decolora","decolora","Brassica juncea (Brassicaceae) - MUSTARD GREENS","Brassica juncea (Brassicaceae)",1
"534",2024,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. botrytis  - CAULIFLOWER","Brassica oleracea var. botrytis ",1
"535",2024,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. capitata  - CABBAGE","Brassica oleracea var. capitata ",3
"536",2024,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",2
"537",2024,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ",3
"538",2024,"Mexico","Copitarsia","decolora","decolora","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)",1
"539",2024,"Mexico","Copitarsia","decolora","decolora","Dianthus sp. - Dianthus","Dianthus sp.",1
"540",2024,"Mexico","Copitarsia","decolora","decolora","Dysphania ambrosioides - EPAZOTE","Dysphania ambrosioides",1
"541",2024,"Mexico","Copitarsia","decolora","decolora","Lactuca sativa - LETTUCE","Lactuca sativa",1
"542",2024,"Mexico","Copitarsia","decolora","decolora","Lactuca sativa var. capitata - Butterhead Lettuce","Lactuca sativa var. capitata",1
"543",2024,"Mexico","Copitarsia","decolora","decolora","Thymus vulgaris - THYME","Thymus vulgaris",1
"544",2024,"Mexico","Copitarsia","decolora","decolora",NA,NA,2
"545",2024,"Mexico","Copitarsia",NA,"Copitarsia","Allium ampeloprasum - LEEK","Allium ampeloprasum",1
"546",2024,"Mexico","Copitarsia",NA,"Copitarsia","Allium sativum - GARLIC","Allium sativum",1
"547",2024,"Mexico","Copitarsia",NA,"Copitarsia","Allium schoenoprasum - CHIVE","Allium schoenoprasum",1
"548",2024,"Mexico","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",2
"549",2024,"Mexico","Copitarsia",NA,"Copitarsia","Anethum graveolens - DILL","Anethum graveolens",1
"550",2024,"Mexico","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",8
"551",2024,"Mexico","Copitarsia",NA,"Copitarsia","Apium graveolens var. dulce - CELERY","Apium graveolens var. dulce",18
"552",2024,"Mexico","Copitarsia",NA,"Copitarsia","Aster sp.  - Aster","Aster sp. ",1
"553",2024,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. botrytis  - CAULIFLOWER","Brassica oleracea var. botrytis ",1
"554",2024,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. capitata  - CABBAGE","Brassica oleracea var. capitata ",3
"555",2024,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",27
"556",2024,"Mexico","Copitarsia",NA,"Copitarsia","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)",3
"557",2024,"Mexico","Copitarsia",NA,"Copitarsia","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae) - Huazontle","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae)",7
"558",2024,"Mexico","Copitarsia",NA,"Copitarsia","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)",3
"559",2024,"Mexico","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",4
"560",2024,"Mexico","Copitarsia",NA,"Copitarsia","Eustoma sp. - Eustoma","Eustoma sp.",1
"561",2024,"Mexico","Copitarsia",NA,"Copitarsia","Gerbera sp.  - Gerbera","Gerbera sp. ",1
"562",2024,"Mexico","Copitarsia",NA,"Copitarsia","Gladiolus sp. - Gladiolus","Gladiolus sp.",4
"563",2024,"Mexico","Copitarsia",NA,"Copitarsia","Glebionis coronaria - CHRYSANTHEMUM GREENS","Glebionis coronaria",1
"564",2024,"Mexico","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",2
"565",2024,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa - LETTUCE","Lactuca sativa",4
"566",2024,"Mexico","Copitarsia",NA,"Copitarsia","Limonium sp. - Limonium","Limonium sp.",1
"567",2024,"Mexico","Copitarsia",NA,"Copitarsia","Mentha sp. - MINT","Mentha sp.",1
"568",2024,"Mexico","Copitarsia",NA,"Copitarsia","Moluccella sp. - Moluccella","Moluccella sp.",1
"569",2024,"Mexico","Copitarsia",NA,"Copitarsia","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",3
"570",2024,"Mexico","Copitarsia",NA,"Copitarsia","Rosa sp. - Rosa","Rosa sp.",2
"571",2024,"Mexico","Copitarsia",NA,"Copitarsia","Solidago sp. - Solidago","Solidago sp.",1
"572",2024,"Mexico","Copitarsia",NA,"Copitarsia","Spinacia oleracea - SPINACH","Spinacia oleracea",1
"573",2024,"Mexico","Copitarsia",NA,"Copitarsia","Tagetes sp. - Tagetes","Tagetes sp.",1
"574",2024,"Mexico","Copitarsia",NA,"Copitarsia","x Solidaster sp. - Solidaster","x Solidaster sp.",1
"575",2024,"Mexico","Copitarsia",NA,"Copitarsia",NA,NA,5
"576",2024,"Peru","Copitarsia",NA,"Copitarsia","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",1
"577",2025,"Colombia","Copitarsia","decolora","decolora","Mentha sp. - MINT","Mentha sp.",4
"578",2025,"Colombia","Copitarsia","decolora","decolora","Origanum vulgare subsp. hirtum - OREGANO (EUROPEAN)","Origanum vulgare subsp. hirtum",1
"579",2025,"Colombia","Copitarsia",NA,"Copitarsia","Allium schoenoprasum - CHIVE","Allium schoenoprasum",8
"580",2025,"Colombia","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",70
"581",2025,"Colombia","Copitarsia",NA,"Copitarsia","Anemone sp. - Anemone","Anemone sp.",1
"582",2025,"Colombia","Copitarsia",NA,"Copitarsia","Anethum graveolens - DILL","Anethum graveolens",5
"583",2025,"Colombia","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",1
"584",2025,"Colombia","Copitarsia",NA,"Copitarsia","Artemisia dracunculus (Asteraceae) - TARRAGON","Artemisia dracunculus (Asteraceae)",2
"585",2025,"Colombia","Copitarsia",NA,"Copitarsia","Aster sp.  - Aster","Aster sp. ",1
"586",2025,"Colombia","Copitarsia",NA,"Copitarsia","Brassica sp.  - Brassica","Brassica sp. ",1
"587",2025,"Colombia","Copitarsia",NA,"Copitarsia","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ",12
"588",2025,"Colombia","Copitarsia",NA,"Copitarsia","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)",1
"589",2025,"Colombia","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",6
"590",2025,"Colombia","Copitarsia",NA,"Copitarsia","Eryngium sp. - Eryngium","Eryngium sp.",1
"591",2025,"Colombia","Copitarsia",NA,"Copitarsia","Gerbera sp.  - Gerbera","Gerbera sp. ",1
"592",2025,"Colombia","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",1
"593",2025,"Colombia","Copitarsia",NA,"Copitarsia","Lilium sp. - Lilium","Lilium sp.",1
"594",2025,"Colombia","Copitarsia",NA,"Copitarsia","Limonium sp. - Limonium","Limonium sp.",1
"595",2025,"Colombia","Copitarsia",NA,"Copitarsia","Mentha sp. - MINT","Mentha sp.",28
"596",2025,"Colombia","Copitarsia",NA,"Copitarsia","Moluccella sp. - Moluccella","Moluccella sp.",5
"597",2025,"Colombia","Copitarsia",NA,"Copitarsia","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",1
"598",2025,"Colombia","Copitarsia",NA,"Copitarsia","Origanum majorana - MARJORAM","Origanum majorana",4
"599",2025,"Colombia","Copitarsia",NA,"Copitarsia","Origanum onites - OREGANO (EUROPEAN)","Origanum onites",1
"600",2025,"Colombia","Copitarsia",NA,"Copitarsia","Origanum vulgare - OREGANO (EUROPEAN)","Origanum vulgare",3
"601",2025,"Colombia","Copitarsia",NA,"Copitarsia","Origanum vulgare subsp. hirtum - OREGANO (EUROPEAN)","Origanum vulgare subsp. hirtum",4
"602",2025,"Colombia","Copitarsia",NA,"Copitarsia","Origanum vulgare subsp. vulgare - OREGANO (EUROPEAN)","Origanum vulgare subsp. vulgare",1
"603",2025,"Colombia","Copitarsia",NA,"Copitarsia","Petroselinum crispum - PARSLEY","Petroselinum crispum",1
"604",2025,"Colombia","Copitarsia",NA,"Copitarsia","Ranunculus sp. - Ranunculus","Ranunculus sp.",1
"605",2025,"Colombia","Copitarsia",NA,"Copitarsia","Rosa sp. - Rosa","Rosa sp.",1
"606",2025,"Colombia","Copitarsia",NA,"Copitarsia","Rosmarinus officinalis - ROSEMARY","Rosmarinus officinalis",1
"607",2025,"Colombia","Copitarsia",NA,"Copitarsia","Solidago sp. - Solidago","Solidago sp.",5
"608",2025,"Colombia","Copitarsia",NA,"Copitarsia","Thymus vulgaris - THYME","Thymus vulgaris",5
"609",2025,"Costa Rica","Copitarsia",NA,"Copitarsia","Iris sp. - Iris","Iris sp.",1
"610",2025,"Costa Rica","Copitarsia",NA,"Copitarsia","Lilium sp. - Lilium","Lilium sp.",1
"611",2025,"Dominican Republic","Copitarsia",NA,"Copitarsia","Capsicum frutescens - TABASCO PEPPER","Capsicum frutescens",1
"612",2025,"Dominican Republic","Copitarsia",NA,"Copitarsia",NA,NA,1
"613",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",27
"614",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Amaranthus sp.  - Amaranthus","Amaranthus sp. ",1
"615",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Ammi sp. - Ammi","Ammi sp.",2
"616",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Anemone sp. - Anemone","Anemone sp.",15
"617",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",2
"618",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ",1
"619",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Craspedia sp. - Craspedia","Craspedia sp.",1
"620",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",1
"621",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Eryngium sp. - Eryngium","Eryngium sp.",1
"622",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",2
"623",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Hypericum sp. - Hypericum","Hypericum sp.",2
"624",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Solidago sp. - Solidago","Solidago sp.",2
"625",2025,"Ecuador","Copitarsia",NA,"Copitarsia","Veronica sp. - Veronica","Veronica sp.",1
"626",2025,"Guatemala","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",1
"627",2025,"Guatemala","Copitarsia",NA,"Copitarsia","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",1
"628",2025,"Guatemala","Copitarsia",NA,"Copitarsia","Cucurbita pepo subsp. pepo - SQUASH","Cucurbita pepo subsp. pepo",1
"629",2025,"Guatemala","Copitarsia",NA,"Copitarsia","Daucus carota subsp. sativus - CARROT","Daucus carota subsp. sativus",1
"630",2025,"Guatemala","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",5
"631",2025,"Guatemala","Copitarsia",NA,"Copitarsia","Phaseolus sp.  - GREEN BEAN","Phaseolus sp. ",1
"632",2025,"Guatemala","Copitarsia",NA,"Copitarsia","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",1
"633",2025,"Guatemala","Copitarsia",NA,"Copitarsia","Raphanus sativus - RADISH","Raphanus sativus",1
"634",2025,"Guatemala","Copitarsia",NA,"Copitarsia","Zea mays - CORN","Zea mays",1
"635",2025,"Italy","Copitarsia",NA,"Copitarsia","Pittosporum sp. - Pittosporum","Pittosporum sp.",1
"636",2025,"Mexico","Copitarsia","decolora","decolora","Apium graveolens var. dulce - CELERY","Apium graveolens var. dulce",9
"637",2025,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. capitata  - CABBAGE","Brassica oleracea var. capitata ",4
"638",2025,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",1
"639",2025,"Mexico","Copitarsia","decolora","decolora","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ",2
"640",2025,"Mexico","Copitarsia","decolora","decolora","Cichorium intybus var. foliosum  - RADICCHIO","Cichorium intybus var. foliosum ",2
"641",2025,"Mexico","Copitarsia","decolora","decolora","Cynara scolymus - GLOBE ARTICHOKE","Cynara scolymus",4
"642",2025,"Mexico","Copitarsia","decolora","decolora","Lactuca sativa var. capitata - Iceberg Lettuce","Lactuca sativa var. capitata",1
"643",2025,"Mexico","Copitarsia","decolora","decolora","Lactuca sativa var. longifolia - Romaine Lettuce","Lactuca sativa var. longifolia",1
"644",2025,"Mexico","Copitarsia",NA,"Copitarsia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",2
"645",2025,"Mexico","Copitarsia",NA,"Copitarsia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",5
"646",2025,"Mexico","Copitarsia",NA,"Copitarsia","Apium graveolens var. dulce - CELERY","Apium graveolens var. dulce",4
"647",2025,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. botrytis  - CAULIFLOWER","Brassica oleracea var. botrytis ",1
"648",2025,"Mexico","Copitarsia",NA,"Copitarsia","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",10
"649",2025,"Mexico","Copitarsia",NA,"Copitarsia","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)",7
"650",2025,"Mexico","Copitarsia",NA,"Copitarsia","Capsicum sp. - Chili Pepper","Capsicum sp.",1
"651",2025,"Mexico","Copitarsia",NA,"Copitarsia","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae) - Huazontle","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae)",4
"652",2025,"Mexico","Copitarsia",NA,"Copitarsia","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)",5
"653",2025,"Mexico","Copitarsia",NA,"Copitarsia","Dianthus sp. - Dianthus","Dianthus sp.",3
"654",2025,"Mexico","Copitarsia",NA,"Copitarsia","Eustoma sp. - Eustoma","Eustoma sp.",1
"655",2025,"Mexico","Copitarsia",NA,"Copitarsia","Helianthus sp. - Helianthus","Helianthus sp.",2
"656",2025,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa var. crispa  - Red & Green Leaf Lettuce","Lactuca sativa var. crispa ",3
"657",2025,"Mexico","Copitarsia",NA,"Copitarsia","Lactuca sativa var. longifolia - Romaine Lettuce","Lactuca sativa var. longifolia",1
"658",2025,"Mexico","Copitarsia",NA,"Copitarsia","Lilium sp. - Lilium","Lilium sp.",1
"659",2025,"Mexico","Copitarsia",NA,"Copitarsia","Mentha sp. - MINT","Mentha sp.",2
"660",2025,"Mexico","Copitarsia",NA,"Copitarsia","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",6
"661",2025,"Mexico","Copitarsia",NA,"Copitarsia","Thymus vulgaris - THYME","Thymus vulgaris",1
"662",2025,"Mexico","Copitarsia",NA,"Copitarsia",NA,NA,3
"663",2025,"Tanzania","Copitarsia",NA,"Copitarsia","Clematis sp. - Clematis","Clematis sp.",1
"664",2025,"Trinidad and Tobago","Copitarsia",NA,"Copitarsia",NA,NA,1
