"","INSPECTION_YEAR","ORIGIN","COMMODITY_DISPLAY_NAME","COMMODITY_TAXONOMIC_DISPLAY_NAME","total_pests"
"80",2020,"Mexico","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",2
"81",2020,"Mexico","Opuntia sp. - PRICKLY PEAR PAD","Opuntia sp.",1
"82",2020,"Mexico","Pisum sativum (Fabaceae) - PEA","Pisum sativum (Fabaceae)",1
"83",2020,"Mexico","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",4
"84",2020,"Mexico","Polianthes sp. - Polianthes","Polianthes sp.",1
"85",2020,"Mexico","Spinacia oleracea - SPINACH","Spinacia oleracea",2
"86",2020,"Mexico",NA,NA,9
"87",2020,"Nicaragua","Abelmoschus esculentus - OKRA","Abelmoschus esculentus",1
"88",2020,"Not Specified",NA,NA,2
"89",2020,"United States of America","Origanum majorana - MARJORAM","Origanum majorana",1
"90",2021,"Brazil","Zingiber officinale - GINGER ROOT","Zingiber officinale",1
"91",2021,"Colombia","Allium schoenoprasum - CHIVE","Allium schoenoprasum",27
"92",2021,"Colombia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",167
"93",2021,"Colombia","Anethum graveolens - DILL","Anethum graveolens",24
"94",2021,"Colombia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",1
"95",2021,"Colombia","Artemisia dracunculus (Asteraceae) - TARRAGON","Artemisia dracunculus (Asteraceae)",6
"96",2021,"Colombia","Aster sp.  - Aster","Aster sp. ",7
"97",2021,"Colombia","Astilbe sp. - Astilbe","Astilbe sp.",1
"98",2021,"Colombia","Brassica sp.  - Brassica","Brassica sp. ",3
"99",2021,"Colombia","Calendula sp.  - Calendula","Calendula sp. ",1
"100",2021,"Colombia","Callistephus sp.  - Callistephus","Callistephus sp. ",6
"101",2021,"Colombia","Campanula sp. - Campanula","Campanula sp.",1
"102",2021,"Colombia","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ",73
"103",2021,"Colombia","Cichorium sp.  - Cichorium","Cichorium sp. ",1
"104",2021,"Colombia","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)",2
"105",2021,"Colombia","Cymbidium sp. - Cymbidium","Cymbidium sp.",1
"106",2021,"Colombia","Dahlia sp. - Dahlia","Dahlia sp.",1
"107",2021,"Colombia","Delphinium sp. - Delphinium","Delphinium sp.",1
"108",2021,"Colombia","Dianthus caryophyllus - Dianthus caryophyllus","Dianthus caryophyllus",1
"109",2021,"Colombia","Dianthus sp. - Dianthus","Dianthus sp.",45
"110",2021,"Colombia","Eryngium sp. - Eryngium","Eryngium sp.",7
"111",2021,"Colombia","Eucalyptus sp. - Eucalyptus","Eucalyptus sp.",1
"112",2021,"Colombia","Gerbera sp.  - Gerbera","Gerbera sp. ",2
"113",2021,"Colombia","Helianthus sp. - Helianthus","Helianthus sp.",22
"114",2021,"Colombia","Hydrangea sp. - Hydrangea","Hydrangea sp.",7
"115",2021,"Colombia","Hypericum sp. - Hypericum","Hypericum sp.",3
"116",2021,"Colombia","Lactuca sativa - LETTUCE","Lactuca sativa",4
"117",2021,"Colombia","Lactuca sativa var. longifolia - Romaine Lettuce","Lactuca sativa var. longifolia",1
"118",2021,"Colombia","Leucospermum sp. - Leucospermum","Leucospermum sp.",1
"119",2021,"Colombia","Lilium sp. - Lilium","Lilium sp.",2
"120",2021,"Colombia","Limonium sp. - Limonium","Limonium sp.",9
"121",2021,"Colombia","Matthiola sp. - Matthiola","Matthiola sp.",1
"122",2021,"Colombia","Mentha sp. - MINT","Mentha sp.",119
"123",2021,"Colombia","Moluccella sp. - Moluccella","Moluccella sp.",7
"124",2021,"Colombia","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",8
"125",2021,"Colombia","Origanum majorana - MARJORAM","Origanum majorana",11
"126",2021,"Colombia","Origanum vulgare - OREGANO (EUROPEAN)","Origanum vulgare",41
"127",2021,"Colombia","Ornithogalum sp. - Ornithogalum","Ornithogalum sp.",2
"128",2021,"Colombia","Petroselinum crispum - PARSLEY","Petroselinum crispum",1
"129",2021,"Colombia","Physalis peruviana - CAPE GOOSEBERRY","Physalis peruviana",1
"130",2021,"Colombia","Ranunculus sp. - Ranunculus","Ranunculus sp.",10
"131",2021,"Colombia","Rosa sp. - Rosa","Rosa sp.",4
"132",2021,"Colombia","Rosmarinus officinalis - ROSEMARY","Rosmarinus officinalis",2
"133",2021,"Colombia","Ruscus sp. - Ruscus","Ruscus sp.",1
"134",2021,"Colombia","Solidago sp. - Solidago","Solidago sp.",14
"135",2021,"Colombia","Tagetes sp. - Tagetes","Tagetes sp.",1
"136",2021,"Colombia","Thymus vulgaris - THYME","Thymus vulgaris",33
"137",2021,"Costa Rica","Anthurium sp. - Anthurium","Anthurium sp.",1
"138",2021,"Costa Rica","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",1
"139",2021,"Costa Rica","Eustoma sp. - Eustoma","Eustoma sp.",1
"140",2021,"Dominican Republic",NA,NA,1
"141",2021,"Ecuador","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",38
"142",2021,"Ecuador","Amaranthus sp.  - Amaranthus","Amaranthus sp. ",13
"143",2021,"Ecuador","Anemone sp. - Anemone","Anemone sp.",2
"144",2021,"Ecuador","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",13
"145",2021,"Ecuador","Brassica sp.  - Brassica","Brassica sp. ",6
"146",2021,"Ecuador","Chrysanthemum sp.  - Chrysanthemum","Chrysanthemum sp. ",8
"147",2021,"Ecuador","Craspedia sp. - Craspedia","Craspedia sp.",1
"148",2021,"Ecuador","Dianthus sp. - Dianthus","Dianthus sp.",4
"149",2021,"Ecuador","Eryngium sp. - Eryngium","Eryngium sp.",3
"150",2021,"Ecuador","Eustoma sp. - Eustoma","Eustoma sp.",3
"151",2021,"Ecuador","Gypsophila sp. - Gypsophila","Gypsophila sp.",1
"152",2021,"Ecuador","Helianthus sp. - Helianthus","Helianthus sp.",7
"153",2021,"Ecuador","Hypericum sp. - Hypericum","Hypericum sp.",2
"154",2021,"Ecuador","Kalanchoe sp. - Kalanchoe","Kalanchoe sp.",1
"155",2021,"Ecuador","Limonium sp. - Limonium","Limonium sp.",3
"156",2021,"Ecuador","Matthiola sp. - Matthiola","Matthiola sp.",38
"157",2021,"Ecuador","Moluccella sp. - Moluccella","Moluccella sp.",11
"158",2021,"Ecuador","Ornithogalum sp. - Ornithogalum","Ornithogalum sp.",1
"159",2021,"Ecuador","Ranunculus sp. - Ranunculus","Ranunculus sp.",1
"160",2021,"Ecuador","Rosa sp. - Rosa","Rosa sp.",1
"161",2021,"Ecuador","Senecio sp.  - Senecio","Senecio sp. ",1
"162",2021,"Ecuador","Solidago sp. - Solidago","Solidago sp.",1
"163",2021,"Ecuador","Trachelium sp. - Trachelium","Trachelium sp.",1
"164",2021,"Guatemala","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",1
"165",2021,"Guatemala","Brassica oleracea var. botrytis  - CAULIFLOWER","Brassica oleracea var. botrytis ",1
"166",2021,"Guatemala","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",2
"167",2021,"Guatemala","Cichorium sp.  - Cichorium","Cichorium sp. ",1
"168",2021,"Guatemala","Daucus carota subsp. sativus - CARROT","Daucus carota subsp. sativus",1
"169",2021,"Guatemala","Dianthus sp. - Dianthus","Dianthus sp.",1
"170",2021,"Guatemala","Helianthus sp. - Helianthus","Helianthus sp.",1
"171",2021,"Guatemala","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",1
"172",2021,"Guatemala","Phaseolus sp.  - GREEN BEAN","Phaseolus sp. ",2
"173",2021,"Guatemala","Pisum sativum (Fabaceae) - PEA","Pisum sativum (Fabaceae)",3
"174",2021,"Guatemala","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",1
"175",2021,"Guatemala","Tagetes sp. - Tagetes","Tagetes sp.",1
"176",2021,"Honduras","Capsicum annuum - BELL PEPPER","Capsicum annuum",1
"177",2021,"Mexico","Aloe vera - Aloe Vera","Aloe vera",1
"178",2021,"Mexico","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",1
"179",2021,"Mexico","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",5
"180",2021,"Mexico","Apium graveolens var. dulce - CELERY","Apium graveolens var. dulce",40
"181",2021,"Mexico","Asparagus sp. - Asparagus","Asparagus sp.",1
"182",2021,"Mexico","Brassica oleracea var. italica  - Brassica oleracea italica","Brassica oleracea var. italica ",126
"183",2021,"Mexico","Brassica oleracea var. viridis  - KALE","Brassica oleracea var. viridis ",12
"184",2021,"Mexico","Brassica rapa subsp. pekinensis (Brassicaceae) - CHINESE CABBAGE","Brassica rapa subsp. pekinensis (Brassicaceae)",5
"185",2021,"Mexico","Brassica rapa subsp. rapa (Brassicaceae) - Turnip, Lvs","Brassica rapa subsp. rapa (Brassicaceae)",3
"186",2021,"Mexico","Capsicum annuum - BELL PEPPER","Capsicum annuum",1
"187",2021,"Mexico","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae) - Huazontle","Chenopodium berlandieri subsp. nuttalliae (Amaranthaceae)",15
"188",2021,"Mexico","Coriandrum sativum (Apiaceae) - Coriandrum sativum ","Coriandrum sativum (Apiaceae)",5
"189",2021,"Mexico","Cymbidium sp. - Cymbidium","Cymbidium sp.",1
"190",2021,"Mexico","Daucus carota subsp. sativus - CARROT","Daucus carota subsp. sativus",1
"191",2021,"Mexico","Dianthus sp. - Dianthus","Dianthus sp.",1
"192",2021,"Mexico","Eustoma sp. - Eustoma","Eustoma sp.",1
"193",2021,"Mexico","Helianthus sp. - Helianthus","Helianthus sp.",3
"194",2021,"Mexico","Lactuca sativa var. capitata - Butterhead Lettuce","Lactuca sativa var. capitata",1
"195",2021,"Mexico","Lactuca sativa var. longifolia - Romaine Lettuce","Lactuca sativa var. longifolia",2
"196",2021,"Mexico","Lilium sp. - Lilium","Lilium sp.",2
"197",2021,"Mexico","Mentha sp. - MINT","Mentha sp.",1
"198",2021,"Mexico","Ocimum basilicum (Lamiaceae) - Ocimum basilicum ","Ocimum basilicum (Lamiaceae)",2
"199",2021,"Mexico","Origanum majorana - MARJORAM","Origanum majorana",1
"200",2021,"Mexico","Phaseolus sp.  - GREEN BEAN","Phaseolus sp. ",1
"201",2021,"Mexico","Pisum sativum var. macrocarpon  - Pisum sativum macrocarpon","Pisum sativum var. macrocarpon ",1
"202",2021,"Mexico","Portulaca oleracea - PURSLANE","Portulaca oleracea",2
"203",2021,"Mexico","Rosa sp. - Rosa","Rosa sp.",1
"204",2021,"Mexico","Solidago sp. - Solidago","Solidago sp.",1
"205",2021,"Mexico","Thymus vulgaris - THYME","Thymus vulgaris",1
"206",2021,"Mexico",NA,NA,15
"207",2021,"South Africa","Brunia sp. - Brunia","Brunia sp.",1
"208",2022,"Colombia","Allium schoenoprasum - CHIVE","Allium schoenoprasum",18
"209",2022,"Colombia","Alstroemeria sp. - Alstroemeria","Alstroemeria sp.",130
"210",2022,"Colombia","Ammi sp. - Ammi","Ammi sp.",1
"211",2022,"Colombia","Anemone sp. - Anemone","Anemone sp.",5
"212",2022,"Colombia","Anethum graveolens - DILL","Anethum graveolens",17
"213",2022,"Colombia","Antirrhinum sp. - Antirrhinum","Antirrhinum sp.",4
"214",2022,"Colombia","Artemisia dracunculus (Asteraceae) - TARRAGON","Artemisia dracunculus (Asteraceae)",2
"215",2022,"Colombia","Aster sp.  - Aster","Aster sp. ",3
"216",2022,"Colombia","Astilbe sp. - Astilbe","Astilbe sp.",2
"217",2022,"Colombia","Brassica sp.  - Brassica","Brassica sp. ",3
"218",2022,"Colombia","Callistephus sp.  - Callistephus","Callistephus sp. ",1
